ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	FontStyle	RunTrialNumber[Session]	TrialsPerRun	ConsecNonResp[Session]	ConsecSameResp[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	ExperimenterWindow.OnsetDelay[Session]	ExperimenterWindow.OnsetTime[Session]	ExperimenterWindow.DurationError[Session]	ExperimenterWindow.OnsetToOnsetTime[Session]	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	Procedure	CountDownList	Stimulus	CountDownList.Cycle	CountDownList.Sample	Running	CountDownSlide.OnsetDelay	CountDownSlide.OnsetTime	CountDownSlide.DurationError	CountDownSlide.FinishTime	CountDownSlide.OnsetToOnsetTime	SOCIALList	RunID	SocialRun1List	Movie	Type	Run	Order	RunTrialNumber[Block]	ConsecNonResp[Block]	ConsecSameResp[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ExperimenterWindow.OnsetDelay[Block]	ExperimenterWindow.OnsetTime[Block]	ExperimenterWindow.DurationError[Block]	ExperimenterWindow.OnsetToOnsetTime[Block]	SOCIALList.Cycle	SOCIALList.Sample	MovieSlide.OnsetDelay	MovieSlide.OnsetTime	MovieSlide.DurationError	MovieSlide.OnsetToOnsetTime	ResponseSlide.OnsetDelay	ResponseSlide.OnsetTime	ResponseSlide.DurationError	ResponseSlide.RTTime	ResponseSlide.ACC	ResponseSlide.RT	ResponseSlide.RESP	ResponseSlide.CRESP	ResponseSlide.OnsetToOnsetTime	FixationBlock.OnsetDelay	FixationBlock.OnsetTime	FixationBlock.DurationError	FixationBlock.OnsetToOnsetTime	Block
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	CountDownPROC	1	4	1	1	CountDownList	19	31416	-20	33196	0																																				1
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	CountDownPROC	2	3	1	2	CountDownList	4	33401	-5	35196	0																																				2
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	CountDownPROC	3	2	1	3	CountDownList	4	35401	-5	37196	0																																				3
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	CountDownPROC	4	1	1	4	CountDownList	3	37400	-4	39196	0																																				4
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	SOCIALrunPROC					SOCIALList						2	2		Scaring.AVI	Mental	Run 1	6	2	0	1	1	0	52	62469	3	0	2	1	215	39612	-216	19805	20	59417	-1	59959	0	542	2	""	3052					5
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	2														66	62483	-67	0	6
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	SOCIALrunPROC					SOCIALList						2	2		SEDUCING-B.AVI	Mental	Run 1	7	3	0	2	2	0	52	100494	2	0	2	3	6	77423	-7	20019	25	97442	-1	97805	0	363	2	""	3052					7
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	4														65	100507	-66	0	8
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	SOCIALrunPROC					SOCIALList						2	2		STAR-A.AVI	Random	Run 1	8	4	0	1	3	0	38	138504	3	0	2	5	5	115447	-6	20019	24	135466	-1	135947	0	481	4	""	3038					9
SOCIAL080112	100307_fncb	2	1	1	-1956557815	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	16862	-999999	0	31	17821	-999999	0	39	214553	1	13	6	229520	3	228514	13	19	229533	-999999	229523	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	6														52	138518	-53	0	10
