ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	FontStyle	RunTrialNumber[Session]	TrialsPerRun	ConsecNonResp[Session]	ConsecSameResp[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	ExperimenterWindow.OnsetDelay[Session]	ExperimenterWindow.OnsetTime[Session]	ExperimenterWindow.DurationError[Session]	ExperimenterWindow.OnsetToOnsetTime[Session]	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	Procedure	CountDownList	Stimulus	CountDownList.Cycle	CountDownList.Sample	Running	CountDownSlide.OnsetDelay	CountDownSlide.OnsetTime	CountDownSlide.DurationError	CountDownSlide.FinishTime	CountDownSlide.OnsetToOnsetTime	SOCIALList	RunID	SocialRun1List	Movie	Type	Run	Order	RunTrialNumber[Block]	ConsecNonResp[Block]	ConsecSameResp[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ExperimenterWindow.OnsetDelay[Block]	ExperimenterWindow.OnsetTime[Block]	ExperimenterWindow.DurationError[Block]	ExperimenterWindow.OnsetToOnsetTime[Block]	SOCIALList.Cycle	SOCIALList.Sample	MovieSlide.OnsetDelay	MovieSlide.OnsetTime	MovieSlide.DurationError	MovieSlide.OnsetToOnsetTime	ResponseSlide.OnsetDelay	ResponseSlide.OnsetTime	ResponseSlide.DurationError	ResponseSlide.RTTime	ResponseSlide.ACC	ResponseSlide.RT	ResponseSlide.RESP	ResponseSlide.CRESP	ResponseSlide.OnsetToOnsetTime	FixationBlock.OnsetDelay	FixationBlock.OnsetTime	FixationBlock.DurationError	FixationBlock.OnsetToOnsetTime	Block
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	CountDownPROC	1	4	1	1	CountDownList	19	49733	-20	51513	0																																				1
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	CountDownPROC	2	3	1	2	CountDownList	5	51719	-6	53513	0																																				2
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	CountDownPROC	3	2	1	3	CountDownList	4	53718	-5	55513	0																																				3
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	CountDownPROC	4	1	1	4	CountDownList	4	55718	-5	57513	0																																				4
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	SOCIALrunPROC					SOCIALList						1	1	1	COAXING-B.AVI	Mental	Run 1	1	2	0	1	1	0	52	80787	3	0	2	1	229	57943	-230	19792	21	77735	-1	78353	0	618	2	""	3052					5
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	FixationBlockPROC					SOCIALList						1	1	2	?	?	?	?										2	2														66	80801	-67	0	6
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	SOCIALrunPROC					SOCIALList						1	1	3	BILLIARD-A.AVI	Random	Run 1	2	3	0	1	2	0	52	118811	3	0	2	3	6	95741	-7	20018	24	115759	-1	116275	0	516	4	""	3052					7
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	FixationBlockPROC					SOCIALList						1	1	4	?	?	?	?										2	4														66	118825	-67	0	8
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	SOCIALrunPROC					SOCIALList						1	1	5	DRIFTING-A.AVI	Random	Run 1	3	4	0	2	3	0	38	156822	3	0	2	5	6	133765	-7	20019	25	153784	-1	154924	0	1140	4	""	3038					9
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	FixationBlockPROC					SOCIALList						1	1	6	?	?	?	?										2	6														52	156836	-53	0	10
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	SOCIALrunPROC					SOCIALList						1	1	7	Fishing.AVI	Mental	Run 1	4	5	0	1	4	0	39	194847	2	0	2	7	5	171789	-6	20019	24	191808	-1	192453	0	645	3	""	3039					11
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	FixationBlockPROC					SOCIALList						1	1	8	?	?	?	?										2	8														52	194860	-53	0	12
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	SOCIALrunPROC					SOCIALList						1	1	9	Random mechanical.AVI	Random	Run 1	5	5	0	1	5	0	39	232871	2	0	2	9	6	209814	-7	20018	24	229832	-1	230889	0	1057	2	""	3039					13
SOCIAL080112	100307_fncb	1	1	1	1536396672	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	105	12909	-999999	0	31	36446	-999999	0	39	232871	2	13	6	247838	1	246832	13	19	247851	-999999	247840	0	FixationBlockPROC					SOCIALList						1	1	10	?	?	?	?										2	10														52	232884	-53	0	14
