ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	FontStyle	RunTrialNumber[Session]	TrialsPerRun	ConsecNonResp[Session]	ConsecSameResp[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	ExperimenterWindow.OnsetDelay[Session]	ExperimenterWindow.OnsetTime[Session]	ExperimenterWindow.DurationError[Session]	ExperimenterWindow.OnsetToOnsetTime[Session]	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	Procedure	CountDownList	Stimulus	CountDownList.Cycle	CountDownList.Sample	Running	CountDownSlide.OnsetDelay	CountDownSlide.OnsetTime	CountDownSlide.DurationError	CountDownSlide.FinishTime	CountDownSlide.OnsetToOnsetTime	SOCIALList	RunID	SocialRun1List	Movie	Type	Run	Order	RunTrialNumber[Block]	ConsecNonResp[Block]	ConsecSameResp[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ExperimenterWindow.OnsetDelay[Block]	ExperimenterWindow.OnsetTime[Block]	ExperimenterWindow.DurationError[Block]	ExperimenterWindow.OnsetToOnsetTime[Block]	SOCIALList.Cycle	SOCIALList.Sample	MovieSlide.OnsetDelay	MovieSlide.OnsetTime	MovieSlide.DurationError	MovieSlide.OnsetToOnsetTime	ResponseSlide.OnsetDelay	ResponseSlide.OnsetTime	ResponseSlide.DurationError	ResponseSlide.RTTime	ResponseSlide.ACC	ResponseSlide.RT	ResponseSlide.RESP	ResponseSlide.CRESP	ResponseSlide.OnsetToOnsetTime	FixationBlock.OnsetDelay	FixationBlock.OnsetTime	FixationBlock.DurationError	FixationBlock.OnsetToOnsetTime	Block
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	CountDownPROC	1	4	1	1	CountDownList	15	42016	-16	43800	0																																				1
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	CountDownPROC	2	3	1	2	CountDownList	1	44002	-2	45800	0																																				2
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	CountDownPROC	3	2	1	3	CountDownList	0	46001	-1	47800	0																																				3
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	CountDownPROC	4	1	1	4	CountDownList	13	48014	-14	49800	0																																				4
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	SOCIALrunPROC					SOCIALList						1	1	1	COAXING-B.AVI	Mental	Run 1	1	2	0	1	1	0	52	73070	3	0	2	1	252	50253	-253	19765	17	70018	-1	71560	0	1542	2	""	3052					5
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	FixationBlockPROC					SOCIALList						1	1	2	?	?	?	?										2	2														65	73083	-66	0	6
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	SOCIALrunPROC					SOCIALList						1	1	3	BILLIARD-A.AVI	Random	Run 1	2	3	0	1	2	0	39	111081	3	0	2	3	6	88024	-7	20018	24	108042	-1	109280	0	1238	4	""	3039					7
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	FixationBlockPROC					SOCIALList						1	1	4	?	?	?	?										2	4														52	111094	-53	0	8
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	SOCIALrunPROC					SOCIALList						1	1	5	DRIFTING-A.AVI	Random	Run 1	3	4	0	2	3	0	39	149105	2	0	2	5	6	126048	-7	20018	24	146066	-1	147621	0	1555	4	""	3039					9
SOCIAL080112	101309_fncb	1	1	1	-1851120040	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	129	5098	-999999	0	33	29581	-999999	0	39	225154	2	13	6	240121	2	239115	13	19	240134	-999999	240123	0	FixationBlockPROC					SOCIALList						1	1	6	?	?	?	?										2	6														52	149118	-53	0	10
