ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	FontStyle	RunTrialNumber[Session]	TrialsPerRun	ConsecNonResp[Session]	ConsecSameResp[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	ExperimenterWindow.OnsetDelay[Session]	ExperimenterWindow.OnsetTime[Session]	ExperimenterWindow.DurationError[Session]	ExperimenterWindow.OnsetToOnsetTime[Session]	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	Procedure	CountDownList	Stimulus	CountDownList.Cycle	CountDownList.Sample	Running	CountDownSlide.OnsetDelay	CountDownSlide.OnsetTime	CountDownSlide.DurationError	CountDownSlide.FinishTime	CountDownSlide.OnsetToOnsetTime	SOCIALList	RunID	SocialRun1List	Movie	Type	Run	Order	RunTrialNumber[Block]	ConsecNonResp[Block]	ConsecSameResp[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ExperimenterWindow.OnsetDelay[Block]	ExperimenterWindow.OnsetTime[Block]	ExperimenterWindow.DurationError[Block]	ExperimenterWindow.OnsetToOnsetTime[Block]	SOCIALList.Cycle	SOCIALList.Sample	MovieSlide.OnsetDelay	MovieSlide.OnsetTime	MovieSlide.DurationError	MovieSlide.OnsetToOnsetTime	ResponseSlide.OnsetDelay	ResponseSlide.OnsetTime	ResponseSlide.DurationError	ResponseSlide.RTTime	ResponseSlide.ACC	ResponseSlide.RT	ResponseSlide.RESP	ResponseSlide.CRESP	ResponseSlide.OnsetToOnsetTime	FixationBlock.OnsetDelay	FixationBlock.OnsetTime	FixationBlock.DurationError	FixationBlock.OnsetToOnsetTime	Block
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	CountDownPROC	1	4	1	1	CountDownList	15	26056	-16	27840	0																																				1
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	CountDownPROC	2	3	1	2	CountDownList	1	28042	-2	29840	0																																				2
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	CountDownPROC	3	2	1	3	CountDownList	0	30041	-1	31840	0																																				3
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	CountDownPROC	4	1	1	4	CountDownList	12	32053	-13	33840	0																																				4
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	SOCIALrunPROC					SOCIALList						2	2		Scaring.AVI	Mental	Run 1	6	2	0	1	1	0	39	57096	3	0	2	1	238	34279	-239	19778	16	54057	-1	54712	0	655	2	""	3039					5
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	2														53	57110	-54	0	6
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	SOCIALrunPROC					SOCIALList						2	2		SEDUCING-B.AVI	Mental	Run 1	7	3	0	2	2	0	52	95134	2	0	2	3	6	72063	-7	20019	25	92082	-1	92899	0	817	2	""	3052					7
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	4														65	95147	-66	0	8
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	SOCIALrunPROC					SOCIALList						2	2		STAR-A.AVI	Random	Run 1	8	4	0	1	3	0	39	133145	2	0	2	5	6	110088	-7	20018	24	130106	-1	130770	0	664	3	""	3039					9
SOCIAL080112	101309_fncb	2	1	1	-1087663580	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	102	4931	-999999	0	29	11822	-999999	0	38	209193	3	14	5	224160	3	223155	14	19	224174	-999999	224164	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	6														52	133158	-53	0	10
