ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	FontStyle	RunTrialNumber[Session]	TrialsPerRun	ConsecNonResp[Session]	ConsecSameResp[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	ExperimenterWindow.OnsetDelay[Session]	ExperimenterWindow.OnsetTime[Session]	ExperimenterWindow.DurationError[Session]	ExperimenterWindow.OnsetToOnsetTime[Session]	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	Procedure	CountDownList	Stimulus	CountDownList.Cycle	CountDownList.Sample	Running	CountDownSlide.OnsetDelay	CountDownSlide.OnsetTime	CountDownSlide.DurationError	CountDownSlide.FinishTime	CountDownSlide.OnsetToOnsetTime	SOCIALList	RunID	SocialRun1List	Movie	Type	Run	Order	RunTrialNumber[Block]	ConsecNonResp[Block]	ConsecSameResp[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ExperimenterWindow.OnsetDelay[Block]	ExperimenterWindow.OnsetTime[Block]	ExperimenterWindow.DurationError[Block]	ExperimenterWindow.OnsetToOnsetTime[Block]	SOCIALList.Cycle	SOCIALList.Sample	MovieSlide.OnsetDelay	MovieSlide.OnsetTime	MovieSlide.DurationError	MovieSlide.OnsetToOnsetTime	ResponseSlide.OnsetDelay	ResponseSlide.OnsetTime	ResponseSlide.DurationError	ResponseSlide.RTTime	ResponseSlide.ACC	ResponseSlide.RT	ResponseSlide.RESP	ResponseSlide.CRESP	ResponseSlide.OnsetToOnsetTime	FixationBlock.OnsetDelay	FixationBlock.OnsetTime	FixationBlock.DurationError	FixationBlock.OnsetToOnsetTime	Block
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	CountDownPROC	1	4	1	1	CountDownList	22	26336	-23	28113	0																																				1
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	CountDownPROC	2	3	1	2	CountDownList	7	28321	-8	30113	0																																				2
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	CountDownPROC	3	2	1	3	CountDownList	7	30321	-8	32113	0																																				3
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	CountDownPROC	4	1	1	4	CountDownList	6	32320	-7	34113	0																																				4
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	SOCIALrunPROC					SOCIALList						2	2		Scaring.AVI	Mental	Run 1	6	2	0	1	1	0	52	57389	3	0	2	1	191	34505	-192	19832	23	54337	-1	55334	0	997	2	""	3052					5
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	2														66	57403	-67	0	6
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	SOCIALrunPROC					SOCIALList						2	2		SEDUCING-B.AVI	Mental	Run 1	7	3	0	2	2	0	52	95414	2	0	2	3	6	72343	-7	20019	25	92362	-1	92960	0	598	2	""	3052					7
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	4														65	95427	-66	0	8
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	SOCIALrunPROC					SOCIALList						2	2		STAR-A.AVI	Random	Run 1	8	4	0	1	3	0	39	133425	2	0	2	5	5	110367	-6	20019	24	130386	-1	132852	0	2466	3	""	3039					9
SOCIAL080112	101107_fncb	2	1	1	1529853031	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.291	7	234	Verdana	1	5	0	0	0	0	SOCIAL Stimuli\	104	4798	-999999	0	40	12901	-999999	0	39	209473	2	13	6	224440	3	223434	14	20	224454	-999999	224443	0	FixationBlockPROC					SOCIALList						2	2		?	?	?	?										2	6														52	133438	-53	0	10
